Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Greenland,Vegetables,Online,M,5/26/2012,757597291,6/27/2012,8729,154.06,90.93,1344789.74,793727.97,551061.77
Mexico,Cosmetics,Online,L,12/13/2016,295738923,12/29/2016,4574,437.20,263.33,1999752.80,1204471.42,795281.38
United States of America,Cereal,Offline,C,6/13/2013,817774474,7/8/2013,6495,205.70,117.11,1336021.50,760629.45,575392.05
Mexico,Cosmetics,Online,M,8/9/2010,610372340,8/22/2010,1594,437.20,263.33,696896.80,419748.02,277148.78
Greenland,Vegetables,Online,L,6/14/2010,501463067,7/18/2010,2920,154.06,90.93,449855.20,265515.60,184339.60
Greenland,Office Supplies,Online,C,1/3/2017,173061978,1/6/2017,1740,651.21,524.96,1133105.40,913430.40,219675.00
Greenland,Clothes,Offline,C,1/6/2013,663317859,1/8/2013,9350,109.28,35.84,1021768.00,335104.00,686664.00
Canada,Personal Care,Offline,M,7/9/2015,570051658,8/13/2015,9808,81.73,56.67,801607.84,555819.36,245788.48
Greenland,Cereal,Online,L,5/2/2013,466893470,6/20/2013,3008,205.70,117.11,618745.60,352266.88,266478.72
United States of America,Cereal,Offline,C,12/29/2013,552127635,1/29/2014,5692,205.70,117.11,1170844.40,666590.12,504254.28
Greenland,Fruits,Online,L,8/15/2013,628114402,9/12/2013,1864,9.33,6.92,17391.12,12898.88,4492.24
Greenland,Baby Food,Online,M,3/31/2014,493768775,5/6/2014,6008,255.28,159.42,1533722.24,957795.36,575926.88
Greenland,Cosmetics,Online,C,1/20/2017,462581336,2/18/2017,6952,437.20,263.33,3039414.40,1830670.16,1208744.24
Canada,Household,Offline,C,5/4/2012,899284017,6/12/2012,6979,668.27,502.54,4663856.33,3507226.66,1156629.67
Greenland,Vegetables,Offline,M,8/30/2016,265580165,9/17/2016,9927,154.06,90.93,1529353.62,902662.11,626691.51
Canada,Household,Online,M,8/22/2014,384958207,9/14/2014,6543,668.27,502.54,4372490.61,3288119.22,1084371.39
Mexico,Personal Care,Offline,C,7/4/2016,487160241,8/1/2016,396,81.73,56.67,32365.08,22441.32,9923.76
United States of America,Vegetables,Offline,C,6/1/2016,633371961,7/6/2016,7693,154.06,90.93,1185183.58,699524.49,485659.09
United States of America,Clothes,Online,L,6/5/2014,222401750,7/16/2014,2475,109.28,35.84,270468.00,88704.00,181764.00
United States of America,Vegetables,Offline,L,5/3/2011,623859345,6/12/2011,2699,154.06,90.93,415807.94,245420.07,170387.87
Mexico,Clothes,Offline,H,2/14/2011,459256255,3/19/2011,2986,109.28,35.84,326310.08,107018.24,219291.84
United States of America,Baby Food,Online,L,4/20/2016,569292914,5/29/2016,5279,255.28,159.42,1347623.12,841578.18,506044.94
Greenland,Cereal,Offline,H,5/8/2015,541274774,6/6/2015,4089,205.70,117.11,841107.30,478862.79,362244.51
United States of America,Baby Food,Online,M,3/26/2017,497026050,4/2/2017,9908,255.28,159.42,2529314.24,1579533.36,949780.88
United States of America,Snacks,Offline,L,7/28/2015,555805909,8/8/2015,4175,152.58,97.44,637021.50,406812.00,230209.50
Canada,Beverages,Online,M,2/21/2016,982585704,3/2/2016,7800,47.45,31.79,370110.00,247962.00,122148.00
Mexico,Snacks,Offline,M,8/26/2014,172189080,10/9/2014,3430,152.58,97.44,523349.40,334219.20,189130.20
Canada,Household,Offline,H,8/3/2016,641092431,8/25/2016,2352,668.27,502.54,1571771.04,1181974.08,389796.96
United States of America,Snacks,Offline,L,4/7/2017,932996165,4/16/2017,3153,152.58,97.44,481084.74,307228.32,173856.42
Mexico,Cereal,Offline,M,7/7/2010,581834495,8/4/2010,6611,205.70,117.11,1359882.70,774214.21,585668.49
Canada,Cosmetics,Online,C,8/25/2012,786613214,9/1/2012,5185,437.20,263.33,2266882.00,1365366.05,901515.95
Mexico,Meat,Offline,M,10/2/2015,853949534,10/28/2015,1499,421.89,364.69,632413.11,546670.31,85742.80
Greenland,Office Supplies,Offline,C,3/25/2015,802017247,5/14/2015,3581,651.21,524.96,2331983.01,1879881.76,452101.25
Canada,Household,Online,L,2/9/2011,977837121,3/17/2011,2589,668.27,502.54,1730151.03,1301076.06,429074.97
Greenland,Cereal,Online,C,9/26/2016,174823224,10/15/2016,2932,205.70,117.11,603112.40,343366.52,259745.88
Mexico,Fruits,Online,M,12/18/2011,314764153,12/24/2011,4563,9.33,6.92,42572.79,31575.96,10996.83
Canada,Clothes,Online,M,5/31/2014,938363158,6/28/2014,1366,109.28,35.84,149276.48,48957.44,100319.04
Mexico,Beverages,Offline,L,9/26/2012,792520081,9/26/2012,3159,47.45,31.79,149894.55,100424.61,49469.94
Mexico,Clothes,Offline,H,6/29/2012,239255464,8/18/2012,9863,109.28,35.84,1077828.64,353489.92,724338.72
Mexico,Fruits,Online,C,1/19/2014,429450690,2/7/2014,2857,9.33,6.92,26655.81,19770.44,6885.37
United States of America,Snacks,Online,L,12/19/2015,293302190,1/13/2016,3491,152.58,97.44,532656.78,340163.04,192493.74
Greenland,Clothes,Offline,C,6/12/2015,748183381,6/16/2015,2944,109.28,35.84,321720.32,105512.96,216207.36
United States of America,Beverages,Online,C,4/24/2010,929712712,6/12/2010,1507,47.45,31.79,71507.15,47907.53,23599.62
Mexico,Personal Care,Online,L,10/16/2014,799679219,11/11/2014,1706,81.73,56.67,139431.38,96679.02,42752.36
Greenland,Cosmetics,Offline,L,6/3/2012,242637622,7/1/2012,719,437.20,263.33,314346.80,189334.27,125012.53
Greenland,Snacks,Online,H,12/19/2016,830851209,1/25/2017,6191,152.58,97.44,944622.78,603251.04,341371.74
Greenland,Personal Care,Online,C,12/2/2011,444683492,12/17/2011,582,81.73,56.67,47566.86,32981.94,14584.92
United States of America,Clothes,Online,H,11/19/2016,149049127,12/8/2016,5804,109.28,35.84,634261.12,208015.36,426245.76
Greenland,Baby Food,Online,L,8/9/2015,507593524,8/9/2015,7058,255.28,159.42,1801766.24,1125186.36,676579.88
United States of America,Clothes,Offline,L,9/7/2015,969384086,10/19/2015,1148,109.28,35.84,125453.44,41144.32,84309.12
Mexico,Personal Care,Online,H,7/9/2015,285296332,8/7/2015,4380,81.73,56.67,357977.40,248214.60,109762.80
Mexico,Cosmetics,Offline,C,10/25/2016,374489438,12/12/2016,8602,437.20,263.33,3760794.40,2265164.66,1495629.74
Canada,Snacks,Offline,M,2/21/2016,169960486,3/23/2016,3940,152.58,97.44,601165.20,383913.60,217251.60
Mexico,Fruits,Online,C,7/24/2010,915041244,8/7/2010,9893,9.33,6.92,92301.69,68459.56,23842.13
Mexico,Clothes,Offline,H,3/24/2016,988492572,3/27/2016,5773,109.28,35.84,630873.44,206904.32,423969.12
Greenland,Office Supplies,Offline,L,6/16/2016,216650664,8/2/2016,601,651.21,524.96,391377.21,315500.96,75876.25
United States of America,Baby Food,Online,L,7/19/2015,563952100,7/29/2015,4813,255.28,159.42,1228662.64,767288.46,461374.18
United States of America,Snacks,Offline,H,5/9/2010,315610873,6/4/2010,5126,152.58,97.44,782125.08,499477.44,282647.64
Greenland,Baby Food,Offline,M,5/27/2014,712683808,6/24/2014,7831,255.28,159.42,1999097.68,1248418.02,750679.66
United States of America,Cereal,Online,H,2/8/2014,878331029,3/21/2014,6525,205.70,117.11,1342192.50,764142.75,578049.75
Greenland,Office Supplies,Online,M,1/13/2013,520488297,2/5/2013,2908,651.21,524.96,1893718.68,1526583.68,367135.00
Mexico,Beverages,Online,C,3/7/2017,139141690,3/11/2017,3973,47.45,31.79,188518.85,126301.67,62217.18
Greenland,Beverages,Offline,H,10/15/2010,821141183,10/22/2010,2778,47.45,31.79,131816.10,88312.62,43503.48
United States of America,Household,Offline,C,1/17/2010,781402003,2/25/2010,3072,668.27,502.54,2052925.44,1543802.88,509122.56
United States of America,Cereal,Online,C,3/31/2010,651960742,4/20/2010,8526,205.70,117.11,1753798.20,998479.86,755318.34
Mexico,Office Supplies,Online,M,3/9/2014,878570067,3/20/2014,7262,651.21,524.96,4729087.02,3812259.52,916827.50
Canada,Clothes,Offline,M,5/15/2011,991464459,5/30/2011,5221,109.28,35.84,570550.88,187120.64,383430.24
Canada,Cereal,Offline,M,3/18/2011,288366925,3/27/2011,3036,205.70,117.11,624505.20,355545.96,268959.24
Canada,Meat,Offline,H,11/14/2012,954837501,11/27/2012,6490,421.89,364.69,2738066.10,2366838.10,371228.00
Greenland,Household,Offline,M,7/5/2011,346824491,7/27/2011,1929,668.27,502.54,1289092.83,969399.66,319693.17
Mexico,Snacks,Online,M,4/28/2012,166791188,6/1/2012,6074,152.58,97.44,926770.92,591850.56,334920.36
United States of America,Cereal,Offline,M,2/3/2014,212156569,3/14/2014,698,205.70,117.11,143578.60,81742.78,61835.82
Greenland,Fruits,Online,H,3/7/2011,974454963,3/14/2011,1733,9.33,6.92,16168.89,11992.36,4176.53
United States of America,Fruits,Online,M,7/25/2012,938492763,8/31/2012,9719,9.33,6.92,90678.27,67255.48,23422.79
United States of America,Meat,Online,C,1/7/2013,775370252,2/16/2013,8143,421.89,364.69,3435450.27,2969670.67,465779.60
Canada,Baby Food,Offline,H,5/22/2012,860360658,7/10/2012,8693,255.28,159.42,2219149.04,1385838.06,833310.98
Canada,Cosmetics,Offline,M,7/30/2014,745081889,8/31/2014,5143,437.20,263.33,2248519.60,1354306.19,894213.41
Canada,Office Supplies,Online,M,10/3/2013,461989104,10/28/2013,1697,651.21,524.96,1105103.37,890857.12,214246.25
Canada,Personal Care,Online,M,9/24/2015,841039311,9/30/2015,1077,81.73,56.67,88023.21,61033.59,26989.62
Canada,Vegetables,Offline,L,9/15/2013,719349420,10/2/2013,334,154.06,90.93,51456.04,30370.62,21085.42
Mexico,Clothes,Online,C,6/2/2011,536723601,7/12/2011,7296,109.28,35.84,797306.88,261488.64,535818.24
Greenland,Beverages,Offline,H,1/12/2011,255968844,1/17/2011,5724,47.45,31.79,271603.80,181965.96,89637.84
Canada,Household,Offline,C,1/29/2012,576223742,3/6/2012,6265,668.27,502.54,4186711.55,3148413.10,1038298.45
Greenland,Meat,Online,M,8/5/2011,612809073,8/8/2011,2678,421.89,364.69,1129821.42,976639.82,153181.60
Greenland,Cereal,Offline,C,11/28/2010,604086101,1/14/2011,1356,205.70,117.11,278929.20,158801.16,120128.04
United States of America,Snacks,Offline,C,2/14/2011,987126147,2/20/2011,1418,152.58,97.44,216358.44,138169.92,78188.52
Greenland,Fruits,Online,M,4/27/2014,359324443,5/23/2014,942,9.33,6.92,8788.86,6518.64,2270.22
Mexico,Vegetables,Online,C,9/8/2010,107419097,10/4/2010,6553,154.06,90.93,1009555.18,595864.29,413690.89
United States of America,Baby Food,Offline,H,2/26/2017,234662663,3/22/2017,752,255.28,159.42,191970.56,119883.84,72086.72
Canada,Beverages,Offline,M,12/13/2010,362114369,12/13/2010,6544,47.45,31.79,310512.80,208033.76,102479.04
Mexico,Office Supplies,Offline,H,5/23/2014,927499568,6/25/2014,6588,651.21,524.96,4290171.48,3458436.48,831735.00
Canada,Cosmetics,Offline,M,9/27/2014,901299750,10/17/2014,3480,437.20,263.33,1521456.00,916388.40,605067.60
Canada,Baby Food,Offline,L,2/19/2012,981416690,4/8/2012,1863,255.28,159.42,475586.64,296999.46,178587.18
Canada,Snacks,Online,M,10/9/2016,920226275,11/22/2016,4259,152.58,97.44,649838.22,414996.96,234841.26
Canada,Personal Care,Offline,L,1/1/2012,313860356,1/4/2012,7109,81.73,56.67,581018.57,402867.03,178151.54
Greenland,Meat,Online,C,4/3/2012,895423781,4/23/2012,4650,421.89,364.69,1961788.50,1695808.50,265980.00
Canada,Clothes,Online,M,3/3/2015,943703973,3/8/2015,1832,109.28,35.84,200200.96,65658.88,134542.08
United States of America,Personal Care,Online,M,9/3/2012,780513656,10/6/2012,190,81.73,56.67,15528.70,10767.30,4761.40
Mexico,Household,Online,H,1/21/2013,949216020,2/19/2013,2969,668.27,502.54,1984093.63,1492041.26,492052.37
United States of America,Vegetables,Online,H,6/21/2011,260353505,6/24/2011,3243,154.06,90.93,499616.58,294885.99,204730.59
Greenland,Snacks,Online,M,2/22/2016,107263314,3/20/2016,453,152.58,97.44,69118.74,44140.32,24978.42
Greenland,Beverages,Offline,L,3/23/2013,537497794,4/24/2013,6397,47.45,31.79,303537.65,203360.63,100177.02
Mexico,Beverages,Offline,M,6/18/2011,957305133,8/4/2011,6717,47.45,31.79,318721.65,213533.43,105188.22
United States of America,Office Supplies,Online,L,10/22/2014,962661397,11/12/2014,1755,651.21,524.96,1142873.55,921304.80,221568.75
Mexico,Meat,Offline,L,5/20/2014,396008479,5/30/2014,6564,421.89,364.69,2769285.96,2393825.16,375460.80
Greenland,Household,Offline,M,10/29/2016,159673678,12/12/2016,9845,668.27,502.54,6579118.15,4947506.30,1631611.85
Mexico,Baby Food,Offline,C,6/5/2016,946426093,6/10/2016,7367,255.28,159.42,1880647.76,1174447.14,706200.62
United States of America,Baby Food,Offline,L,12/24/2010,447010791,2/8/2011,9281,255.28,159.42,2369253.68,1479577.02,889676.66
Mexico,Clothes,Online,H,5/3/2012,920340430,5/9/2012,8040,109.28,35.84,878611.20,288153.60,590457.60
Mexico,Meat,Online,M,7/3/2014,266328179,7/24/2014,1282,421.89,364.69,540862.98,467532.58,73330.40
Canada,Meat,Online,C,4/10/2010,182263028,4/10/2010,4535,421.89,364.69,1913271.15,1653869.15,259402.00
Greenland,Cereal,Online,L,1/22/2015,685865581,2/14/2015,1722,205.70,117.11,354215.40,201663.42,152551.98
United States of America,Vegetables,Online,M,6/16/2011,494179046,6/17/2011,7416,154.06,90.93,1142508.96,674336.88,468172.08
Canada,Vegetables,Offline,C,2/3/2017,351671779,2/17/2017,6349,154.06,90.93,978126.94,577314.57,400812.37
Greenland,Household,Offline,C,8/3/2016,356337106,8/20/2016,6923,668.27,502.54,4626433.21,3479084.42,1147348.79
Greenland,Office Supplies,Offline,L,7/10/2014,626690900,8/29/2014,619,651.21,524.96,403098.99,324950.24,78148.75
Greenland,Household,Offline,M,7/21/2013,853554713,7/27/2013,4662,668.27,502.54,3115474.74,2342841.48,772633.26
Greenland,Cosmetics,Offline,M,1/10/2011,164972865,2/16/2011,7992,437.20,263.33,3494102.40,2104533.36,1389569.04
United States of America,Cosmetics,Offline,L,4/21/2015,141749656,6/1/2015,5728,437.20,263.33,2504281.60,1508354.24,995927.36
Canada,Office Supplies,Offline,C,1/18/2014,317398297,2/18/2014,4064,651.21,524.96,2646517.44,2133437.44,513080.00
Greenland,Cereal,Offline,M,2/9/2010,990788972,3/22/2010,5329,205.70,117.11,1096175.30,624079.19,472096.11
United States of America,Household,Online,M,4/2/2011,861067044,4/18/2011,7728,668.27,502.54,5164390.56,3883629.12,1280761.44
Greenland,Beverages,Offline,H,5/31/2014,566233050,6/1/2014,9797,47.45,31.79,464867.65,311446.63,153421.02
United States of America,Clothes,Online,C,6/22/2012,866267526,8/3/2012,6666,109.28,35.84,728460.48,238909.44,489551.04
United States of America,Household,Online,M,3/1/2012,122625720,4/3/2012,6530,668.27,502.54,4363803.10,3281586.20,1082216.90
Greenland,Baby Food,Offline,C,3/1/2014,821972453,4/1/2014,8770,255.28,159.42,2238805.60,1398113.40,840692.20
Greenland,Household,Online,H,5/27/2012,210717618,6/10/2012,4881,668.27,502.54,3261825.87,2452897.74,808928.13
Canada,Beverages,Online,M,10/20/2014,366426503,11/9/2014,2600,47.45,31.79,123370.00,82654.00,40716.00
United States of America,Personal Care,Offline,L,4/3/2011,270499980,5/11/2011,5810,81.73,56.67,474851.30,329252.70,145598.60
United States of America,Office Supplies,Offline,L,8/1/2015,956234824,8/3/2015,9989,651.21,524.96,6504936.69,5243825.44,1261111.25
Greenland,Clothes,Online,M,5/23/2012,357168376,7/4/2012,2914,109.28,35.84,318441.92,104437.76,214004.16
Mexico,Fruits,Offline,C,8/2/2012,533538854,9/17/2012,4858,9.33,6.92,45325.14,33617.36,11707.78
Mexico,Baby Food,Online,C,7/17/2015,626649272,7/31/2015,8300,255.28,159.42,2118824.00,1323186.00,795638.00
United States of America,Baby Food,Offline,L,6/4/2012,354690015,6/19/2012,9512,255.28,159.42,2428223.36,1516403.04,911820.32
Canada,Vegetables,Offline,L,12/31/2012,828778398,1/23/2013,2800,154.06,90.93,431368.00,254604.00,176764.00
Mexico,Office Supplies,Offline,M,2/11/2014,838264834,3/12/2014,47,651.21,524.96,30606.87,24673.12,5933.75
Mexico,Cosmetics,Online,C,1/20/2011,684696567,1/31/2011,5784,437.20,263.33,2528764.80,1523100.72,1005664.08
United States of America,Snacks,Offline,L,7/14/2014,239172208,8/11/2014,5226,152.58,97.44,797383.08,509221.44,288161.64
Mexico,Fruits,Online,M,1/10/2010,724804389,1/19/2010,4580,9.33,6.92,42731.40,31693.60,11037.80
Canada,Household,Online,H,11/17/2013,157559239,1/1/2014,4135,668.27,502.54,2763296.45,2078002.90,685293.55
Canada,Office Supplies,Online,H,8/14/2015,602210700,9/1/2015,6383,651.21,524.96,4156673.43,3350819.68,805853.75
Canada,Cereal,Offline,H,5/20/2015,667811954,5/30/2015,9252,205.70,117.11,1903136.40,1083501.72,819634.68
Mexico,Cosmetics,Offline,H,11/21/2012,329872071,1/6/2013,5331,437.20,263.33,2330713.20,1403812.23,926900.97
Canada,Clothes,Offline,H,6/19/2015,121171319,7/1/2015,6141,109.28,35.84,671088.48,220093.44,450995.04
Mexico,Fruits,Online,H,5/14/2017,243525969,6/17/2017,3601,9.33,6.92,33597.33,24918.92,8678.41
Canada,Office Supplies,Online,L,4/19/2012,788135421,4/22/2012,5640,651.21,524.96,3672824.40,2960774.40,712050.00
Greenland,Cereal,Online,H,10/11/2012,288424003,11/21/2012,9927,205.70,117.11,2041983.90,1162550.97,879432.93
Greenland,Cereal,Online,L,3/2/2016,142804515,4/10/2016,7884,205.70,117.11,1621738.80,923295.24,698443.56
Canada,Snacks,Offline,H,6/15/2011,797944152,6/15/2011,8261,152.58,97.44,1260463.38,804951.84,455511.54
Canada,Household,Offline,C,11/20/2012,633637177,1/4/2013,6176,668.27,502.54,4127235.52,3103687.04,1023548.48
United States of America,Office Supplies,Offline,H,6/15/2011,184746110,7/15/2011,9334,651.21,524.96,6078394.14,4899976.64,1178417.50
United States of America,Clothes,Online,H,7/15/2017,887547528,8/18/2017,3892,109.28,35.84,425317.76,139489.28,285828.48
Mexico,Fruits,Online,L,8/24/2010,808895719,9/12/2010,9073,9.33,6.92,84651.09,62785.16,21865.93
Mexico,Cosmetics,Online,H,10/30/2010,647534453,12/7/2010,8689,437.20,263.33,3798830.80,2288074.37,1510756.43
United States of America,Clothes,Online,L,9/12/2012,903429639,9/28/2012,3761,109.28,35.84,411002.08,134794.24,276207.84
Mexico,Beverages,Online,M,1/3/2016,776580893,2/9/2016,6399,47.45,31.79,303632.55,203424.21,100208.34
Greenland,Clothes,Online,H,11/17/2011,464597070,11/28/2011,3452,109.28,35.84,377234.56,123719.68,253514.88
Mexico,Clothes,Offline,M,8/2/2012,577226245,8/8/2012,2928,109.28,35.84,319971.84,104939.52,215032.32
Mexico,Clothes,Online,L,3/30/2013,637782800,4/21/2013,2958,109.28,35.84,323250.24,106014.72,217235.52
United States of America,Baby Food,Online,H,12/11/2016,863675010,12/12/2016,9483,255.28,159.42,2420820.24,1511779.86,909040.38
Mexico,Office Supplies,Offline,L,4/11/2014,379238021,5/3/2014,3813,651.21,524.96,2483063.73,2001672.48,481391.25
United States of America,Vegetables,Offline,C,9/17/2011,373123013,9/18/2011,4246,154.06,90.93,654138.76,386088.78,268049.98
United States of America,Baby Food,Offline,L,6/8/2010,712657630,7/17/2010,84,255.28,159.42,21443.52,13391.28,8052.24
Greenland,Personal Care,Offline,M,10/2/2016,206743228,11/3/2016,8770,81.73,56.67,716772.10,496995.90,219776.20
Canada,Office Supplies,Offline,M,4/10/2016,662767255,5/14/2016,6414,651.21,524.96,4176860.94,3367093.44,809767.50
Mexico,Snacks,Online,L,5/11/2010,822424352,6/12/2010,2497,152.58,97.44,380992.26,243307.68,137684.58
United States of America,Beverages,Offline,C,1/9/2016,567432963,1/14/2016,4878,47.45,31.79,231461.10,155071.62,76389.48
Mexico,Snacks,Online,M,2/8/2015,690629613,3/24/2015,1505,152.58,97.44,229632.90,146647.20,82985.70
Canada,Fruits,Online,C,6/10/2011,175457084,6/18/2011,505,9.33,6.92,4711.65,3494.60,1217.05
Canada,Cosmetics,Online,C,4/27/2013,613344228,5/23/2013,1042,437.20,263.33,455562.40,274389.86,181172.54
United States of America,Beverages,Offline,H,8/9/2012,193328750,9/11/2012,9128,47.45,31.79,433123.60,290179.12,142944.48
Canada,Personal Care,Online,M,5/3/2010,678451955,6/3/2010,7865,81.73,56.67,642806.45,445709.55,197096.90
United States of America,Meat,Online,H,2/24/2014,529974734,3/25/2014,156,421.89,364.69,65814.84,56891.64,8923.20
United States of America,Personal Care,Online,M,4/21/2011,100514447,5/7/2011,3313,81.73,56.67,270771.49,187747.71,83023.78
Greenland,Cosmetics,Online,C,2/6/2010,459297883,2/24/2010,5305,437.20,263.33,2319346.00,1396965.65,922380.35
Canada,Meat,Online,L,4/6/2012,724295413,5/3/2012,3963,421.89,364.69,1671950.07,1445266.47,226683.60
Greenland,Beverages,Offline,C,9/20/2011,748874318,10/16/2011,7407,47.45,31.79,351462.15,235468.53,115993.62
Canada,Office Supplies,Online,M,10/10/2013,450221717,11/7/2013,9466,651.21,524.96,6164353.86,4969271.36,1195082.50
United States of America,Meat,Online,M,12/3/2016,609696853,1/10/2017,1702,421.89,364.69,718056.78,620702.38,97354.40
Mexico,Household,Online,H,2/20/2016,959954726,3/9/2016,791,668.27,502.54,528601.57,397509.14,131092.43
Canada,Cereal,Online,C,4/15/2014,977047479,6/2/2014,8916,205.70,117.11,1834021.20,1044152.76,789868.44
Canada,Personal Care,Online,L,11/4/2016,520036399,11/26/2016,9182,81.73,56.67,750444.86,520343.94,230100.92
Canada,Beverages,Offline,L,5/9/2015,322837817,6/5/2015,3739,47.45,31.79,177415.55,118862.81,58552.74
Greenland,Office Supplies,Offline,M,4/21/2017,250529325,5/1/2017,6049,651.21,524.96,3939169.29,3175483.04,763686.25
United States of America,Vegetables,Online,L,2/5/2013,819296681,2/25/2013,6949,154.06,90.93,1070562.94,631872.57,438690.37
Greenland,Clothes,Online,M,8/31/2015,563287341,9/28/2015,8097,109.28,35.84,884840.16,290196.48,594643.68
Canada,Office Supplies,Offline,C,4/8/2011,693559873,4/29/2011,8634,651.21,524.96,5622547.14,4532504.64,1090042.50
Mexico,Beverages,Offline,H,6/23/2015,808402192,7/26/2015,3028,47.45,31.79,143678.60,96260.12,47418.48
Mexico,Baby Food,Offline,H,1/17/2013,636161887,1/26/2013,3294,255.28,159.42,840892.32,525129.48,315762.84
United States of America,Cosmetics,Online,H,12/17/2012,370177304,1/14/2013,2545,437.20,263.33,1112674.00,670174.85,442499.15
Canada,Baby Food,Offline,M,12/29/2013,221638286,2/9/2014,6549,255.28,159.42,1671828.72,1044041.58,627787.14
Mexico,Office Supplies,Online,H,10/13/2010,358015096,10/24/2010,3478,651.21,524.96,2264908.38,1825810.88,439097.50
Greenland,Vegetables,Offline,C,2/4/2012,826580703,2/6/2012,2453,154.06,90.93,377909.18,223051.29,154857.89
Mexico,Cosmetics,Offline,M,3/20/2014,279856812,4/23/2014,4705,437.20,263.33,2057026.00,1238967.65,818058.35
Canada,Cosmetics,Online,L,4/9/2015,869478452,5/3/2015,6850,437.20,263.33,2994820.00,1803810.50,1191009.50
Mexico,Beverages,Online,H,1/7/2011,205039060,2/25/2011,4469,47.45,31.79,212054.05,142069.51,69984.54
Canada,Cereal,Offline,H,8/22/2010,343722999,10/11/2010,4128,205.70,117.11,849129.60,483430.08,365699.52
Greenland,Clothes,Offline,H,6/23/2013,503816545,6/25/2013,9366,109.28,35.84,1023516.48,335677.44,687839.04
Canada,Beverages,Online,H,1/26/2017,910318839,2/24/2017,2429,47.45,31.79,115256.05,77217.91,38038.14
Greenland,Personal Care,Offline,M,7/18/2011,410664498,9/5/2011,3606,81.73,56.67,294718.38,204352.02,90366.36
Greenland,Office Supplies,Offline,C,11/25/2011,543825662,12/28/2011,8953,651.21,524.96,5830283.13,4699966.88,1130316.25
Mexico,Snacks,Online,M,3/13/2010,381451165,4/21/2010,8731,152.58,97.44,1332175.98,850748.64,481427.34
United States of America,Vegetables,Offline,M,5/6/2014,222162711,5/26/2014,1738,154.06,90.93,267756.28,158036.34,109719.94
Mexico,Cereal,Offline,L,7/27/2017,157772099,8/21/2017,7125,205.70,117.11,1465612.50,834408.75,631203.75
Canada,Snacks,Offline,C,4/5/2013,886093127,4/18/2013,3502,152.58,97.44,534335.16,341234.88,193100.28
Greenland,Clothes,Offline,M,2/2/2017,395359170,2/26/2017,4419,109.28,35.84,482908.32,158376.96,324531.36
Greenland,Beverages,Online,L,10/17/2014,537554872,10/30/2014,3287,47.45,31.79,155968.15,104493.73,51474.42
Canada,Cereal,Online,M,1/28/2017,145002210,2/5/2017,8231,205.70,117.11,1693116.70,963932.41,729184.29
United States of America,Cosmetics,Offline,L,2/4/2013,994046247,2/16/2013,9229,437.20,263.33,4034918.80,2430272.57,1604646.23
Mexico,Vegetables,Offline,M,6/15/2011,556876218,6/20/2011,903,154.06,90.93,139116.18,82109.79,57006.39
Greenland,Vegetables,Online,M,2/13/2012,446304404,3/12/2012,246,154.06,90.93,37898.76,22368.78,15529.98
Canada,Office Supplies,Offline,H,2/16/2011,835007560,2/23/2011,6148,651.21,524.96,4003639.08,3227454.08,776185.00
Greenland,Clothes,Offline,L,4/27/2016,623843896,6/10/2016,8127,109.28,35.84,888118.56,291271.68,596846.88
Mexico,Cosmetics,Online,M,5/18/2015,688868367,6/15/2015,313,437.20,263.33,136843.60,82422.29,54421.31
Mexico,Snacks,Offline,M,4/22/2012,178558576,5/23/2012,8305,152.58,97.44,1267176.90,809239.20,457937.70
Greenland,Cosmetics,Offline,M,5/17/2010,326474463,6/7/2010,9904,437.20,263.33,4330028.80,2608020.32,1722008.48
United States of America,Fruits,Online,L,1/6/2015,421023833,1/20/2015,9163,9.33,6.92,85490.79,63407.96,22082.83
United States of America,Meat,Online,M,12/21/2015,384298169,2/4/2016,1223,421.89,364.69,515971.47,446015.87,69955.60
Canada,Baby Food,Offline,C,10/21/2012,192903029,11/11/2012,3148,255.28,159.42,803621.44,501854.16,301767.28
United States of America,Clothes,Offline,M,4/22/2015,320120418,5/23/2015,9600,109.28,35.84,1049088.00,344064.00,705024.00
United States of America,Household,Online,L,3/27/2010,842098891,4/3/2010,4630,668.27,502.54,3094090.10,2326760.20,767329.90
United States of America,Clothes,Online,L,5/12/2010,847101962,6/30/2010,5150,109.28,35.84,562792.00,184576.00,378216.00
United States of America,Vegetables,Offline,C,8/7/2014,101106679,8/27/2014,8568,154.06,90.93,1319986.08,779088.24,540897.84
Mexico,Cereal,Offline,C,2/15/2016,337467658,3/12/2016,3034,205.70,117.11,624093.80,355311.74,268782.06
Mexico,Household,Offline,L,2/20/2017,927993094,3/11/2017,2634,668.27,502.54,1760223.18,1323690.36,436532.82
Canada,Personal Care,Offline,L,3/26/2017,935474526,5/1/2017,6556,81.73,56.67,535821.88,371528.52,164293.36
United States of America,Beverages,Online,C,1/22/2016,543898189,2/2/2016,415,47.45,31.79,19691.75,13192.85,6498.90
Mexico,Vegetables,Offline,M,12/4/2015,335846745,12/17/2015,3370,154.06,90.93,519182.20,306434.10,212748.10
United States of America,Snacks,Offline,L,10/29/2016,402788245,11/10/2016,2847,152.58,97.44,434395.26,277411.68,156983.58
Greenland,Snacks,Offline,L,11/6/2015,929795968,11/26/2015,6144,152.58,97.44,937451.52,598671.36,338780.16
